dx_t,dy_t,dz_t
-0.2089418851395179,0.1008313726395594,-0.3920240039065395
-0.15437534465626257,0.07044827701181344,-0.36431413765152293
-0.1306415519254891,0.058123087617901005,-0.28149856668513273
-0.1052463162903533,0.04419452096736458,-0.1811506356741015
-0.06878778436069322,0.027461762757849964,-0.09982811505734451
-0.04149807545505091,0.015548338323033921,-0.04356074061195597
-0.01895146880270049,0.0067611840453996805,-0.020716500623332967
-0.010248554492954143,0.0034615705527020826,-0.011149627721332822
-0.007679129576530275,0.0025478164250386653,-0.008340397177446945
-0.0071829264293507,0.0023999126511589364,-0.007805970046372124
-0.007178200301487081,0.0024148749935539032,-0.007805670132282838
-0.007178200301487081,0.0024148749935539032,-0.007805670132282838
