dx_t,dy_t,dz_t
0.011017459296513876,0.01990309615635616,-0.13671697136014954
-0.010162956300303505,0.021027571467464368,-0.11343508628773119
-0.018113523221604422,0.043598114833275046,-0.0697895828843425
-0.01213749032746092,0.02923250066241563,-0.05127342165146176
-0.007855512318210356,0.018936710124018187,-0.03321662665860636
-0.004821913674982747,0.01163573374422222,-0.020411034764476532
-0.003143279831296031,0.007588807925987581,-0.01331225138613773
-0.0024355115860806853,0.005880705020394561,-0.010315925879010313
-0.0022508026964601635,0.005434469537184364,-0.009533122984247189
-0.0021856524233022645,0.005277033771742948,-0.00925694226032231
-0.0021857028629764796,0.005277031535785598,-0.009256931625224785
-0.0021857028629764796,0.005277031535785598,-0.009256931625224785
