dx_t,dy_t,dz_t
0.15892194735891063,0.07845053482707119,-0.4291549709350242
0.12742053406300258,0.06903358108506553,-0.38830022471000336
0.08010938335075879,0.046514784302803105,-0.3108000447885848
0.03758438616741977,0.011525108372566784,-0.21566603931307188
0.008502276995501767,0.008929796397652425,-0.12713416968161334
-0.000580026060220451,-0.00124385757080594,-0.06378435634954249
8.184090546059508e-05,-0.00022177574571200474,-0.029787556609302324
4.689624466158726e-05,-0.00011735853251498493,-0.01580023544029352
3.470897334079126e-05,-8.690941854622332e-05,-0.011697870262058818
3.198873243359657e-05,-8.115426965035755e-05,-0.010918306110404008
3.185919381842872e-05,-8.116516282678614e-05,-0.010918306406569322
3.185919381842872e-05,-8.116516282678614e-05,-0.010918306406569322
