dx_t,dy_t,dz_t
0.004761518891718941,0.12312024880717333,-0.2675174207988432
-0.0008225312237650773,0.08309388034503182,-0.24786660408973704
-0.013158293894775186,0.07184745698851919,-0.19341803337141256
-0.01023689857380361,0.05617485495581037,-0.1306989756246869
-0.017014510990693732,0.030395027404584524,-0.07781428175496719
-0.008300355689167094,0.016095580219915917,-0.04081282675258824
-0.004274230725427319,0.008304966863580787,-0.021054206529182384
-0.0026078392379762505,0.005070806621183838,-0.012854008042797516
-0.002121317026309688,0.004124529746436706,-0.010455330733574963
-0.0020495887546502223,0.003984425605795094,-0.010100365976751069
-0.002049664949124841,0.003984402989157809,-0.010100359436106598
-0.001991142236711818,0.0038708754633190456,-0.009812499527211305
