dx_t,dy_t,dz_t
-0.10033040198074183,0.02886903130407173,-0.2953289129130943
-0.06447873892508682,0.01268044444395169,-0.2629597676853573
-0.030912220422228076,0.023544615212783705,-0.2082291257799635
-0.034471465917003785,0.022005761710226467,-0.1394914818020812
-0.020015394317236868,0.012853465178601392,-0.08316270486750343
-0.010464302900850653,0.006727567561907448,-0.04355356135487637
-0.005368252564963982,0.003455877986987342,-0.022383078863196404
-0.0032586786381517685,0.0020989158763238917,-0.013595911718966569
-0.002642705735864781,0.0017021080484799847,-0.011025334944677223
-0.002551874071809568,0.001643421834552728,-0.010644875670733689
-0.002481592423426604,0.0015981738336382674,-0.010351815106756534
-0.002481647176787005,0.0015981793704979881,-0.010351801125696503
