dx_t,dy_t,dz_t
-0.21823472019931872,0.22887837054153423,-0.2093689767765547
-0.15890541260204916,0.19365544421682956,-0.21449521612273342
-0.10686789683110431,0.17139849924694145,-0.14783492242542307
-0.08657399907699559,0.1198423015689779,-0.0802619912812898
-0.058843818538314996,0.06790740919261044,-0.04067216137873775
-0.029914599105928197,0.03512483550789888,-0.021313207019500402
-0.014731185585897588,0.017307694603256873,-0.010502740234676955
-0.008639461970452733,0.010155005820040003,-0.006162480850999297
-0.006858399819042127,0.008061386287153666,-0.004891959422650305
-0.006410507350920747,0.007534446544011059,-0.00457217092794121
-0.006410613605418836,0.007534383686965351,-0.004572125527424975
-0.006410613605418836,0.007534383686965351,-0.004572125527424975
