dx_t,dy_t,dz_t,dx_t-1,dy_t-1,dz_t-1,x_t,y_t,z_t,x_t-1,y_t-1,z_t-1
0.13061859219331856,0.028879359389784587,-0.4712448872497482,0.13061859219331856,0.028879359389784587,-0.4712448872497482,0.4657396682446206,-0.15688072885277143,0.4744976773636764,0.4111146367244188,-0.1576026075767441,0.5219232786091912
0.08546176234276626,0.040870879313505026,-0.3716847987300499,0.13061859219331856,0.028879359389784587,-0.4712448872497482,0.5108964980951729,-0.16887224877649187,0.37493758884397804,0.4657396682446206,-0.15688072885277143,0.4744976773636764
0.05084076361034784,0.040903985881268506,-0.251897449561305,0.08546176234276626,0.040870879313505026,-0.3716847987300499,0.5455174968275913,-0.16890535534425535,0.25515023967523315,0.5108964980951729,-0.16887224877649187,0.37493758884397804
0.018792664957099303,0.027525959988723703,-0.14643107043450065,0.05084076361034784,0.040903985881268506,-0.251897449561305,0.5775655954808399,-0.15552732945171055,0.1496838605484288,0.5455174968275913,-0.16890535534425535,0.25515023967523315
0.009288230790426288,0.013563013799626655,-0.07220275005943588,0.018792664957099303,0.027525959988723703,-0.14643107043450065,0.5870700296475129,-0.1415643832626135,0.07545554017336403,0.5775655954808399,-0.15552732945171055,0.1496838605484288
0.003763415918893731,0.005473037683737941,-0.029160136631815048,0.008033918978678889,0.011731421885556342,-0.06245226427978251,0.591340532707298,-0.1353059990607951,0.04216341252539657,0.5870700296475129,-0.1415643832626135,0.07545554017336403
0.00199560600022175,0.002897133339446689,-0.015440750507632384,0.00376037366776516,0.005474218265100472,-0.029160306769723088,0.5931053003748414,-0.13272891413514132,0.028443856263305867,0.591340532707298,-0.1353059990607951,0.04216341252539657
0.001475488174558226,0.002142064837681895,-0.011416412502913142,0.001993900759966527,0.0028977468925972805,-0.015440855394879827,0.5936237129602497,-0.13197323208022593,0.024419413371339183,0.5931053003748414,-0.13272891413514132,0.028443856263305867
0.0013708450591312094,0.001990684189882186,-0.010609070713774982,0.0014749080450258134,0.0021422674777811512,-0.011416449406378926,0.5937277759461443,-0.13182164879232697,0.02361203467873524,0.5936237129602497,-0.13197323208022593,0.024419413371339183
0.0013707294207996323,0.00199072425202787,-0.010609078136474548,0.0013707294207996323,0.00199072425202787,-0.010609078136474548,0.5937277759461443,-0.13182164879232697,0.02361203467873524,0.5937277759461443,-0.13182164879232697,0.02361203467873524
