dx_t,dy_t,dz_t,dx_t-1,dy_t-1,dz_t-1,x_t,y_t,z_t,x_t-1,y_t-1,z_t-1
-0.05277541664100227,-0.05547643353958592,-0.25489090785021284,-0.05277541664100227,-0.05547643353958592,-0.25489090785021284,0.3834386724051266,-0.03787848495504134,0.25716483113279026,0.36643467700478743,-0.0020158737487799977,0.28680080415190395
-0.04884744185248824,-0.03537448017172297,-0.20149671879251874,-0.05277541664100227,-0.05547643353958592,-0.25489090785021284,0.37951069761661255,-0.057980438322904296,0.20377064207509615,0.3834386724051266,-0.03787848495504134,0.25716483113279026
-0.04855726008414807,-0.023094982544725223,-0.13399520018575106,-0.04884744185248824,-0.03537448017172297,-0.20149671879251874,0.3792205158482724,-0.07025993594990204,0.13626912346832848,0.37951069761661255,-0.057980438322904296,0.20377064207509615
-0.02897999396227746,-0.013811784794460102,-0.08004167558718445,-0.04855726008414807,-0.023094982544725223,-0.13399520018575106,0.35964324972640177,-0.07954313370016716,0.08231559886976186,0.3792205158482724,-0.07025993594990204,0.13626912346832848
-0.01989622857847917,0.001772150167429487,-0.03539017707586706,-0.025619590972996265,-0.012210226044274464,-0.07076036634121413,0.3539198873318847,-0.09352550991187111,0.04694540960441479,0.35964324972640177,-0.07954313370016716,0.08231559886976186
-0.009886533300264344,6.786146614370936e-05,-0.019004634963332434,-0.018638839533340557,0.00013671911353581312,-0.03580160191481779,0.34516758109880846,-0.09345665226447901,0.03014844265292943,0.3539198873318847,-0.09352550991187111,0.04694540960441479
-0.00625731152439557,4.219783361555929e-05,-0.01203069673002155,-0.00988842365385012,6.935769799590319e-05,-0.01900364548652045,0.3415364689693539,-0.09342949240009867,0.023175493896430532,0.34516758109880846,-0.09345665226447901,0.03014844265292943
-0.0051961081031840495,3.513081287288833e-05,-0.00999008876664148,-0.0062582401653501485,4.292212446305177e-05,-0.01203021096575263,0.3404743369071878,-0.0934217010885085,0.021135371697319383,0.3415364689693539,-0.09342949240009867,0.023175493896430532
-0.005030487943071482,3.4150624221712667e-05,-0.009671221895914628,-0.0051964184794914825,3.5371260301744756e-05,-0.00998992645796598,0.3403084063707678,-0.09342048045242847,0.02081666713526803,0.3404743369071878,-0.0934217010885085,0.021135371697319383
-0.0050305448558268795,3.419463137543932e-05,-0.009671192136369355,-0.0050305448558268795,3.419463137543932e-05,-0.009671192136369355,0.3403084063707678,-0.09342048045242847,0.02081666713526803,0.3403084063707678,-0.09342048045242847,0.02081666713526803
