dx_t,dy_t,dz_t
0.10478055902236894,0.15211759257259255,-0.5839448271107723
0.12450693886680891,0.16215960416086067,-0.5011416992386959
0.07283935052240265,0.11781213520812885,-0.3993992696243517
0.02593731333191307,0.0829204467867714,-0.2725235639508742
-0.0018252751269680623,0.057329953311926175,-0.1533322375480765
-0.008838644301098153,0.03198429337072076,-0.07232196510541439
-0.003482735132354531,0.013982296428792673,-0.03222343185292176
-0.0016801927192026112,0.006768722605220254,-0.015597851157614362
-0.001157336450264168,0.004662972478115729,-0.010745182546837428
-0.0010779845045260084,0.00434091106223658,-0.010003150301224562
-0.001078160459675681,0.004340889241566212,-0.010003140803803046
-0.001078160459675681,0.004340889241566212,-0.010003140803803046
