dx_t,dy_t,dz_t,dx_t-1,dy_t-1,dz_t-1,x_t,y_t,z_t,x_t-1,y_t-1,z_t-1
-0.049471319270303515,0.07209018387251268,-0.3517228755768931,-0.049471319270303515,0.07209018387251268,-0.3517228755768931,0.5050507918709783,-0.10398683506318743,0.3539967988594705,0.5085428428698613,-0.06961996539369915,0.40947533101381967
-0.06329969803175811,0.057887857698742086,-0.2700949755976566,-0.049471319270303515,0.07209018387251268,-0.3517228755768931,0.5188791706324329,-0.08978450888941683,0.272368898880234,0.5050507918709783,-0.10398683506318743,0.3539967988594705
-0.05955361364176642,0.05034228901216687,-0.17582551910775746,-0.06329969803175811,0.057887857698742086,-0.2700949755976566,0.5151330862424413,-0.08223894020284161,0.17809944239033487,0.5188791706324329,-0.08978450888941683,0.272368898880234
-0.04945039583206129,0.025346769439425418,-0.09792642041398802,-0.05955361364176642,0.05034228901216687,-0.17582551910775746,0.5050298684327361,-0.05724342063010016,0.10020034369656544,0.5151330862424413,-0.08223894020284161,0.17809944239033487
-0.024995771240564957,0.012821920337728047,-0.04953865444345262,-0.04945039583206129,0.025346769439425418,-0.09792642041398802,0.4805752438412398,-0.04471857152840279,0.05181257772603004,0.5050298684327361,-0.05724342063010016,0.10020034369656544
-0.010482493825482164,0.005382422973142516,-0.020795309269165563,-0.020606675149440923,0.01057047388731025,-0.04083998647739134,0.470451062517281,-0.03953052061423506,0.03176790051780426,0.4805752438412398,-0.04471857152840279,0.05181257772603004
-0.0062848733401159596,0.0032281152800368376,-0.012471862202346806,-0.010484928497903168,0.005382112841814099,-0.020794161496130725,0.4662510073594938,-0.0373765230524578,0.02344560122402034,0.470451062517281,-0.03953052061423506,0.03176790051780426
-0.005057513797396718,0.0025976483457843327,-0.010036038724468455,-0.006286118749484371,0.0032279448114676673,-0.012471278468710045,0.46502240240740617,-0.03674622658677446,0.02101036147977875,0.4662510073594938,-0.0373765230524578,0.02344560122402034
-0.004731699645420084,0.002430172068084907,-0.009389006591160931,-0.005057937688368042,0.0025975889549692474,-0.010035840448146593,0.4646961643644582,-0.03657880969989012,0.020363527622793087,0.46502240240740617,-0.03674622658677446,0.02101036147977875
-0.004731793805425211,0.0024301587904876076,-0.009388962572987436,-0.004731793805425211,0.0024301587904876076,-0.009388962572987436,0.4646961643644582,-0.03657880969989012,0.020363527622793087,0.4646961643644582,-0.03657880969989012,0.020363527622793087
