dx_t,dy_t,dz_t
0.15943355810723908,-0.15619528455001103,-0.49379253606408935
0.14089394552422102,-0.15455288153671232,-0.4358364266073131
0.0867592834039313,-0.12876097794144414,-0.3443954292288092
0.03579140142052645,-0.09531436117441552,-0.23396308314246905
0.006449904856207667,-0.056096050016287105,-0.13624833476671627
0.003670716055718337,-0.02765293510651249,-0.06722614211034605
0.0016650460467582118,-0.012453013871519196,-0.030275330062806027
0.000852134436563734,-0.006336028805944955,-0.015404318817092921
0.000610934423573628,-0.004541837274005641,-0.011042228378885854
0.0005646041462825657,-0.004200861460031959,-0.010213202699572155
0.0005491501513239516,-0.004086325538807209,-0.009934736514198794
0.0005491081689885657,-0.004086327476743557,-0.009934738037424617
