dx_t,dy_t,dz_t
0.156520927948605,-0.15270650952182704,-0.43724310725353766
0.11314857739682443,-0.12220397606907099,-0.4003232389007296
0.07176543738048391,-0.12106981439962605,-0.30864254646918815
0.03980497887500012,-0.09317904237810049,-0.20718176930257004
0.0247185409224977,-0.06201241857811319,-0.11649633722874747
0.012259844587179991,-0.03053964341028316,-0.058050397468589976
0.005627884498886626,-0.013992704707921959,-0.026602510805371515
0.002954601005334734,-0.007335278864248597,-0.013947162682528325
0.002168341468284707,-0.005383224450865587,-0.010235512704003913
0.002018529231741617,-0.00501235746513843,-0.009530201477036093
0.0020184042739663788,-0.005012387979012815,-0.009530211892209317
0.0020184042739663788,-0.005012387979012815,-0.009530211892209317
