dx_t,dy_t,dz_t
-0.3133981100354293,0.19854287483835734,-0.4008623278477461
-0.25250018447688627,0.15491897865139184,-0.3838172844897071
-0.21117667542188545,0.08626021042215831,-0.271914600584379
-0.14203268424666354,0.022957315421745006,-0.14962511016532026
-0.07544972241934478,0.003082935245937668,-0.06142622309964785
-0.029684825085582123,0.0015553003491649564,-0.024799020392736293
-0.012918330635401432,0.0006838962713752728,-0.010797816074711475
-0.008805473557327526,0.00046563852615971735,-0.007359554449851258
-0.008477609000074826,0.00044771432836471226,-0.007085059001914307
-0.00823434632222253,0.0004348845992708239,-0.006881768627226503
