dx_t,dy_t,dz_t
0.0401126571843653,-0.1595260392336599,-0.3286298751493273
0.013057854421002268,-0.13301740515835675,-0.29900134353573815
-0.0015769263512532827,-0.10651424745296921,-0.23516070483562823
-0.002728377047721331,-0.07184103036062336,-0.1618745184364428
-0.01090143338836147,-0.046887295937675544,-0.09219730276735721
-0.009697661537130475,-0.019687995641173406,-0.04817237526054974
-0.004367760176861024,-0.009910948408944298,-0.02340857681632247
-0.002524327385804659,-0.00573458183138531,-0.013543358892207924
-0.0019357478925743354,-0.004396762079782152,-0.010383894808151273
-0.0018701779886161063,-0.004247140428210783,-0.010030641538476048
-0.0018702402432329013,-0.004247126972047932,-0.010030635628250517
-0.0018167373984312452,-0.004125841908617367,-0.00974415505802867
