dx_t,dy_t,dz_t
0.13447504455372455,0.02514171979141397,-0.35583706254235004
0.09625730298257701,0.02509607949868611,-0.3236214253050693
0.0624030376424769,0.01761553619021588,-0.258176798635993
0.03456791145681426,-0.0022864121846585452,-0.17858757718147739
0.020617277251465893,-0.0008996052746642396,-0.10500441119324472
0.006494857819822064,-0.006912918304147472,-0.05368268016440342
0.003455729121909057,-0.00286166041323338,-0.025979183172576747
0.0019416688558568929,-0.001606005592654466,-0.01458120199926416
0.001535207010718187,-0.0012696455080972073,-0.011527366031784891
0.0014325826953662801,-0.0011850666817602934,-0.01075921754782122
0.001432459595456237,-0.0011850779973746253,-0.010759232689913467
0.001432459595456237,-0.0011850779973746253,-0.010759232689913467
