dx_t,dy_t,dz_t
0.1042254884057614,-0.1421614347838937,-0.3785360297139097
0.072052815836124,-0.11399339221360552,-0.3460308112728589
0.035151464902113294,-0.09574681019934805,-0.27293431379584454
0.014732311634099382,-0.07079859641577363,-0.1851657309273037
-0.006620807990864341,-0.037797101782262935,-0.10982622728954955
-0.002701127535407244,-0.019223705176903583,-0.05540107978188302
-0.001274172665512996,-0.009148610269354193,-0.02636400215521295
-0.0006931821274384076,-0.004997041421297629,-0.014399237097154183
-0.0005243207487600765,-0.0037792719397865965,-0.010890109239805656
-0.0005058280161678308,-0.0036430964351902573,-0.010497835318503512
-0.0004912401135652722,-0.0035382146673308967,-0.01019560263197583
-0.0004912936208429919,-0.00353820836922375,-0.0101956022391263
