dx_t,dy_t,dz_t
0.10384063449839553,0.17634588607616586,-0.6527331451373732
0.08857728979218171,0.13741977568846264,-0.5875710818050541
0.029148309796178884,0.12849249337490223,-0.4498071087274724
-0.003065461304380568,0.08096711245547261,-0.2976935471077399
-0.02950521887997698,0.040644357084061,-0.16046308577417623
-0.026098286628886136,0.01118363866333763,-0.07377723982135498
-0.010915674916615159,0.005366976558360659,-0.03281217222109373
-0.005300944699346499,0.0026096224978356397,-0.015945065128538938
-0.0036631568785607804,0.0018034165556372606,-0.011018867444651692
-0.0034129367122178733,0.0016798977516302438,-0.010265121539406341
-0.003413039204132051,0.0016798452185871893,-0.010265096057992973
-0.003413039204132051,0.0016798452185871893,-0.010265096057992973
