dx_t,dy_t,dz_t
0.1941389024465458,0.0950888867065954,-0.47021352159557733
0.1779307615642674,0.05330839848766551,-0.42097419869070246
0.12199641459570537,0.056123749895909056,-0.33387783187966213
0.060558292715287454,0.044318889268906946,-0.23167616531454316
0.02735011909846219,0.03306657519935459,-0.13453941979802436
0.013855625212214395,0.016141802667478788,-0.06668369937643054
0.006299853618193518,0.007324634084664959,-0.03025896893888791
0.0032536894595329713,0.0037771587969978454,-0.015602392330425374
0.0023575064349778962,0.0027367511516966786,-0.011304549200045644
0.002186706359317725,0.0025390306879526023,-0.010487977253819614
0.00218654846305677,0.0025390260917477377,-0.010488011283468102
0.0021264529625528716,0.0024691291204075906,-0.010199251885751048
