dx_t,dy_t,dz_t
-0.008746374023985926,-0.21096668667391769,-0.29642219061418734
-0.017990056540273747,-0.20963995672716929,-0.24464521233114794
-0.0240139159098548,-0.1679575149493162,-0.18925616336806045
-0.026125015988022526,-0.1176035090427187,-0.12503106661011898
-0.024896273083868325,-0.07147822565587875,-0.06866371215744144
-0.012260765223897407,-0.03643070471652873,-0.03532901109755926
-0.0059908510573010165,-0.01782745638335753,-0.017286862075427845
-0.003478279706730758,-0.01036103101781094,-0.010046109354098332
-0.0027450066575517296,-0.00817653493945647,-0.007928003753928492
-0.0025608670682366608,-0.007626930496228923,-0.00739518005102674
-0.0025609989446386816,-0.007626892565509663,-0.007395173499170016
-0.0025609989446386816,-0.007626892565509663,-0.007395173499170016
