dx_t,dy_t,dz_t
0.23302622298427583,0.0631827773685344,-0.480121689010226
0.17688395924630335,0.0665622787629832,-0.4377761060503624
0.1338570366714648,0.08524339828551258,-0.33371052117754785
0.08173042487194415,0.0828517444308853,-0.21874134506934617
0.046872436580339905,0.06189616304555451,-0.11989576795381601
0.02269914343350643,0.03435740877656704,-0.05739640293388243
0.010337827592468596,0.015340549933946922,-0.026142920527465363
0.005317818359523052,0.007881598408547283,-0.0134311933531579
0.0038423809134906506,0.005694712491949458,-0.009704414755874524
0.00356144394084823,0.005279258627111497,-0.008996472579233972
0.0035612608589299377,0.005279284120989755,-0.008996530089450006
0.0034622749875110603,0.005132356080584655,-0.00874613802245272
