dx_t,dy_t,dz_t
-0.26558508998284247,0.06865932378800742,-0.26933202192790406
-0.22475313523948948,0.03172539604245775,-0.2457748821036687
-0.1892437374415697,-0.009803670267987466,-0.1778367470212736
-0.14348969019173763,-0.007212019767270733,-0.10123945772061582
-0.08903165908486721,-0.010298950774352347,-0.049625049948192834
-0.04582134525278242,-0.007190193596514932,-0.023497374930628867
-0.023277655218666538,-0.004491472862290791,-0.008477163962853862
-0.013434750369576254,-0.002430759231204685,-0.005480125431084282
-0.010655978115962195,-0.0019280212375325512,-0.004346523732593199
-0.009956718439981582,-0.0018016114306530356,-0.004060837306308573
-0.009956772722248042,-0.00180166366724481,-0.004060681025782331
-0.009956772722248042,-0.00180166366724481,-0.004060681025782331
