dx_t,dy_t,dz_t
0.14357302230265062,0.18312505339731494,-0.3640400939667828
0.09087214080440292,0.13896224226928228,-0.3382549119639043
0.04878024603464853,0.1145849683376638,-0.2667798517949359
0.01752328579936463,0.08960335669670043,-0.1780679544126318
0.0026757109666457612,0.05749171879012685,-0.1020507054794565
0.0016967290835880888,0.0288426744368869,-0.0516625975466205
0.0008183138089554731,0.01370095027534532,-0.02453617845826439
0.0004486614808851819,0.007461453523126466,-0.013360649490768595
0.00033854105425912273,0.005631281444476471,-0.01008347910461116
0.0003258054322599069,0.005426617555416818,-0.009717218725142696
0.000316370321810755,0.005269006405066362,-0.009434976627084701
0.00031631091716755044,0.0052689944269178335,-0.009434985307660959
