dx_t,dy_t,dz_t,dx_t-1,dy_t-1,dz_t-1,x_t,y_t,z_t,x_t-1,y_t-1,z_t-1
-0.016816977880182105,-0.03948711859110579,-0.12012640010887066,-0.016816977880182105,-0.03948711859110579,-0.12012640010887066,0.41238145430419465,-0.16468486172556188,0.13228482001308656,0.4458322763760237,-0.1403423494121927,0.14084461055667435
-0.009839153403948031,-0.016530245233485452,-0.09882013585467098,-0.016816977880182105,-0.03948711859110579,-0.12012640010887066,0.4054036298279606,-0.18764173508318222,0.11097855575888688,0.41238145430419465,-0.16468486172556188,0.13228482001308656
-0.012779221460743395,-0.00244376838755081,-0.07022339283048085,-0.009839153403948031,-0.016530245233485452,-0.09882013585467098,0.40834369788475594,-0.20172821192911686,0.08238181273469675,0.4054036298279606,-0.18764173508318222,0.11097855575888688
-0.007097891497109932,-0.001365456349945865,-0.03904153703769547,-0.010989878731259117,-0.0021015926759677395,-0.060390734574503224,0.40445171065060675,-0.20246434825513873,0.061032615197888995,0.40834369788475594,-0.20172821192911686,0.08238181273469675
-0.004341148854642429,-0.0008399239448791951,-0.023901704193295015,-0.0070992377994887335,-0.0013640786064295085,-0.039041340174220396,0.40169362170576045,-0.20298850291668905,0.045892979216963614,0.40445171065060675,-0.20246434825513873,0.061032615197888995
-0.002815568189593609,-0.0005462268026652506,-0.01550960174190108,-0.004342600180350598,-0.0008385131913731525,-0.023901489787138963,0.40016658971500346,-0.20328078930539695,0.03750109117172573,0.40169362170576045,-0.20298850291668905,0.045892979216963614
-0.0021723157320491238,-0.00042168592811189787,-0.01196757141491711,-0.002816449017658096,-0.0005454003171005695,-0.015509470776379375,0.3995224564293945,-0.20340450369438562,0.03395919181026347,0.40016658971500346,-0.20328078930539695,0.03750109117172573
-0.0020044391909259662,-0.0003890033215668276,-0.011042246644187514,-0.0021727287786329486,-0.0004213054492172019,-0.011967509803554321,0.3993541668416875,-0.203436805822036,0.03303392865089666,0.3995224564293945,-0.20340450369438562,0.03395919181026347
-0.00194192375089286,-0.00037683129329393883,-0.010697654505379017,-0.0020045795003102995,-0.0003888749630355792,-0.011042225691305918,0.39929151109227007,-0.20344884949177763,0.03268935746496976,0.3993541668416875,-0.203436805822036,0.03303392865089666
-0.0019419718326544322,-0.00037678739755786506,-0.010697647322827741,-0.0019419718326544322,-0.00037678739755786506,-0.010697647322827741,0.39929151109227007,-0.20344884949177763,0.03268935746496976,0.39929151109227007,-0.20344884949177763,0.03268935746496976
