dx_t,dy_t,dz_t
0.24293804541092828,-0.14399018077619682,-0.2539736586603364
0.16620270532933518,-0.1591401589839296,-0.23700219776636755
0.1339959752871986,-0.13517482002168169,-0.17691398408437375
0.08676314816052749,-0.10166028405890001,-0.11731203466027917
0.051271212126362486,-0.0595676837641195,-0.0692173582277616
0.02617766471779359,-0.030387416429092234,-0.035318401095817076
0.012742951571027117,-0.014778529493156362,-0.01718046513898097
0.0073483685438893165,-0.008516906273075026,-0.009902512297239874
0.005618882088133104,-0.0065129871066924305,-0.007572407805323922
0.00542526356636297,-0.006289110597437475,-0.007311971330208833
0.005276351297687887,-0.006116453139382555,-0.007111241669386981
0.005276308699734056,-0.00611647823244707,-0.007111251692573428
