dx_t,dy_t,dz_t
-0.1377872199456261,-0.14270291578410305,-0.4851642570728655
-0.05951527571624299,-0.1330791425371902,-0.435487009581826
-0.09369385205930297,-0.08635005982011365,-0.3274815275756947
-0.07680040717851166,-0.011041740342963784,-0.21841418460150225
-0.05829361657375809,-0.00821872513854695,-0.11952792631696074
-0.03561230173617469,0.003236976065786727,-0.05561478044481449
-0.0159102253515343,0.0010419073744806404,-0.025786973623401432
-0.008369445531731079,0.0005467669760654331,-0.013574984466929174
-0.006159853625819667,0.00040243374053714484,-0.009991099870389819
-0.005740341090847811,0.0003751571674377881,-0.009309673406759977
-0.005740481363118943,0.0003752074125702295,-0.00930958488518241
-0.005740481363118943,0.0003752074125702295,-0.00930958488518241
