dx_t,dy_t,dz_t
0.057130702049620674,-0.027383876545962027,-0.43986964818393
0.0492066494453266,-0.04172089187788952,-0.3911758237397593
0.015468620281842815,-0.02368649815136918,-0.3088422575836613
-0.004514048587496822,-0.016349280060338756,-0.20958100558108517
-0.017390372347813376,-0.01000238864648921,-0.12037173974389448
-0.008142186683271935,-0.0050134880383118224,-0.0605762417221789
-0.003825277935700644,-0.002364140621699387,-0.02855129065321038
-0.002053933277132325,-0.0012714448359889274,-0.015352983108757545
-0.0015360313385184288,-0.0009508027116798545,-0.011481373543830165
-0.0014379560330490815,-0.0008898424912840014,-0.010745533040139255
-0.0014380702546671342,-0.000889834481737295,-0.010745518416481192
-0.0014380702546671342,-0.000889834481737295,-0.010745518416481192
