dx_t,dy_t,dz_t
0.09674744896854337,0.159294755188333,-0.4944868880200244
0.06920862895182917,0.12911726232161844,-0.4473947831158041
0.050161863728184874,0.08839947652132504,-0.35512918817417977
0.014162668468401418,0.0328079504381181,-0.24474426572567642
-0.002130211118894887,-0.0017687631256729508,-0.14138658293226164
-0.009142009331718937,-0.006265765919702432,-0.06876703674553669
-0.0036625951921607225,-0.002494787931061518,-0.03135012285560956
-0.0018850945563297916,-0.0012853071033468028,-0.016187693070234432
-0.0013672599983702849,-0.0009323250663766935,-0.011741704226053362
-0.0012694895646941928,-0.0008655353115560177,-0.010897043899254888
-0.0012696761631225684,-0.0008656206638006647,-0.010897015375310681
-0.0012347701850068393,-0.0008418499219733089,-0.010598473888805193
