dx_t,dy_t,dz_t,dx_t-1,dy_t-1,dz_t-1,x_t,y_t,z_t,x_t-1,y_t-1,z_t-1
-0.02456916094845618,0.08143576942734318,-0.150015250840967,-0.02456916094845618,0.08143576942734318,-0.150015250840967,0.3917168330642015,-0.17265922558179625,0.16465999739311182,0.3825487802690071,-0.18587612058046404,0.18097874152572963
-0.022742467588397486,0.07381389595857737,-0.11325055234013326,-0.02456916094845618,0.08143576942734318,-0.150015250840967,0.3898901397041428,-0.16503735211303044,0.12789529889227808,0.3917168330642015,-0.17265922558179625,0.16465999739311182
-0.0159063445952623,0.05167755984937239,-0.07929451192561565,-0.022742467588397486,0.07381389595857737,-0.11325055234013326,0.38305401671100764,-0.14290101600382546,0.09393925847776047,0.3898901397041428,-0.16503735211303044,0.12789529889227808
-0.01931037694311133,0.024701630070419034,-0.04353140058349064,-0.014249002189098525,0.046293078778156,-0.0710325158143576,0.38811539146502044,-0.1213095672960885,0.06643814324689351,0.38305401671100764,-0.14290101600382546,0.09393925847776047
-0.010074708995914672,0.014470317027517499,-0.02491483682584794,-0.017663718540205764,0.02534527433922236,-0.043632021500177864,0.38052638192072935,-0.11043460998438363,0.04772095857256359,0.38811539146502044,-0.1213095672960885,0.06643814324689351
-0.005922540126756859,0.008510816571711904,-0.01465489642469342,-0.010077180077445735,0.01447032333174629,-0.024913833222196535,0.3763717419700405,-0.10447510322434925,0.03746202177506047,0.38052638192072935,-0.11043460998438363,0.04772095857256359
-0.0041858715869388385,0.006016018288844752,-0.01035925886247574,-0.005924109198726324,0.00851079897974659,-0.01465427215677495,0.374633504358253,-0.10198032253344741,0.03316700848076126,0.3763717419700405,-0.10447510322434925,0.03746202177506047
-0.003690513900822867,0.005303911959018956,-0.009133005065807442,-0.00418661037314505,0.006016005556350387,-0.010358967635438032,0.3741374078859308,-0.10126822893611598,0.03194104591113067,0.374633504358253,-0.10198032253344741,0.03316700848076126
-0.0035789828860821604,0.0051434427778845465,-0.008856642629111011,-0.003690766312835936,0.005303907074826281,-0.009132905893691201,0.37402562445917703,-0.10110776463917424,0.03166478264655048,0.3741374078859308,-0.10126822893611598,0.03194104591113067
-0.003579041102345859,0.005143441618764177,-0.008856619776300312,-0.003579041102345859,0.005143441618764177,-0.008856619776300312,0.37402562445917703,-0.10110776463917424,0.03166478264655048,0.37402562445917703,-0.10110776463917424,0.03166478264655048
