dx_t,dy_t,dz_t
0.007120424210825371,0.009213289319046691,-0.5053976803289133
0.03863774357772909,-0.0016763975797647879,-0.4517075870745654
-0.004154755492460915,0.008751078308260773,-0.3323355553093948
-0.023134689448819357,0.01148964786391296,-0.19419023934794538
-0.02095800224886668,0.0084679205407856,-0.089462806741133
-0.007969756584101928,0.0032635208817062278,-0.03593911067667532
-0.003538691216319112,0.001449725403010943,-0.01598216911761058
-0.002515876162518582,0.0010306913877589918,-0.011362339585161751
-0.0023388688007621727,0.0009581115857091871,-0.010560573148327923
-0.0023389877213949584,0.0009581448034198803,-0.010560543794723765
