dx_t,dy_t,dz_t
-0.10670734872350529,0.07572114457378892,-0.4200576662796646
-0.03501340333564906,-0.013079367321349948,-0.3819268114277991
-0.046164315680845724,0.019869599273935702,-0.29432496795500446
-0.04994491037430443,0.0023640876030122313,-0.19613933787484655
-0.037798055777614525,-0.003087210638162932,-0.11147501140381211
-0.027426566786951878,-0.005876411964407378,-0.05209462519175284
-0.012410956589445354,-0.0024766561027777176,-0.025037269478510482
-0.006761679660211906,-0.0013491599237675025,-0.013649345270009272
-0.005106803202739929,-0.001019006063111047,-0.01030854434220363
-0.004922297812824217,-0.0009822216546502283,-0.009934859559000253
-0.00477972161472201,-0.0009537696455142186,-0.009647172042316132
-0.0047797881720080815,-0.0009537865674562329,-0.009647137392364169
