dx_t,dy_t,dz_t,dx_t-1,dy_t-1,dz_t-1,x_t,y_t,z_t,x_t-1,y_t-1,z_t-1
-0.002149039508272832,-0.16577733332424835,-0.26862398987499514,-0.002149039508272832,-0.16577733332424835,-0.26862398987499514,0.47628845830273775,0.1077691548713695,0.2832219568418219,0.4417426173606321,0.12305160505025667,0.32101358413322995
-0.017341383877045424,-0.1326236539114949,-0.20902281511041676,-0.002149039508272832,-0.16577733332424835,-0.26862398987499514,0.49148080267151034,0.07461547545861603,0.2236207820772435,0.47628845830273775,0.1077691548713695,0.2832219568418219
-0.023341426768890394,-0.09429107492370827,-0.13927287469881822,-0.017341383877045424,-0.1326236539114949,-0.20902281511041676,0.4974808455633553,0.03628289647082941,0.15387084166564496,0.49148080267151034,0.07461547545861603,0.2236207820772435
-0.018447335153103595,-0.05311780608191709,-0.08272677438726639,-0.023341426768890394,-0.09429107492370827,-0.13927287469881822,0.4925867539475685,-0.004890372370961765,0.09732474135409314,0.4974808455633553,0.03628289647082941,0.15387084166564496
-0.009476269662653913,-0.027339280628046463,-0.04258668952581257,-0.018447335153103595,-0.05311780608191709,-0.08272677438726639,0.48361568845711883,-0.03066889782483239,0.05718465649263932,0.4925867539475685,-0.004890372370961765,0.09732474135409314
-0.004013919313982317,-0.011599100232109569,-0.01806994831921771,-0.007635735661945975,-0.02202929290691595,-0.034315264920964816,0.4799938721091552,-0.04109909049963877,0.04093933989089221,0.48361568845711883,-0.03066889782483239,0.05718465649263932
-0.0025147683238091467,-0.007270309182650425,-0.011326425274970797,-0.004015991717549627,-0.01159916281186077,-0.018069447274690564,0.4784926487154147,-0.04542794412884912,0.034196317891172445,0.4799938721091552,-0.04109909049963877,0.04093933989089221
-0.00207685337067931,-0.006003956868480792,-0.009353530575931246,-0.002515799565607324,-0.007270313909982298,-0.011326193111190264,0.4780537025204867,-0.04669430117035062,0.03222365535591343,0.4784926487154147,-0.04542794412884912,0.034196317891172445
-0.0020086265821379623,-0.005806136265329331,-0.00904530374729351,-0.00207719977900922,-0.006003955010918327,-0.00935345483090605,0.4779851293236154,-0.04689211991593962,0.03191550427230089,0.4780537025204867,-0.04669430117035062,0.03222365535591343
-0.0020086901617820674,-0.005806135758708725,-0.0090452899530854,-0.0020086901617820674,-0.005806135758708725,-0.0090452899530854,0.4779851293236154,-0.04689211991593962,0.03191550427230089,0.4779851293236154,-0.04689211991593962,0.03191550427230089
