dx_t,dy_t,dz_t
-0.061520564637902564,0.12480045538144735,-0.33062162771982645
-0.025177497674235938,0.08983181537561065,-0.3003159614705398
-0.023098182667452116,0.07997069485971148,-0.23337277648994142
-0.03163992813663674,0.06530381440653167,-0.1516070153315654
-0.02088272369607702,0.0447580312963822,-0.08584028848599068
-0.010578623921964292,0.022681317436531234,-0.04428173361117954
-0.005199720658339513,0.011169899307265876,-0.02180766204701251
-0.0030455805082986176,0.006550880139005857,-0.012789296340295964
-0.0024175988342842736,0.0051998965355048166,-0.010151712149436831
-0.0022600372812346947,0.004860091892413154,-0.009488345932263165
-0.002260191476277318,0.004860070905383568,-0.009488319950273327
-0.002260191476277318,0.004860070905383568,-0.009488319950273327
