dx_t,dy_t,dz_t
0.00949336276329793,0.10090921984783435,-0.46954298680385254
0.04243010588266799,0.06993818790647513,-0.4116176917917943
0.027086314583076088,0.015572165696942891,-0.31900985653809627
-0.020805923513331992,-0.003825688599230298,-0.20903356825702502
-0.02075511225226645,-0.005124976387374552,-0.11959280571738556
-0.01937168137362033,-0.005528465395079868,-0.057042490570812676
-0.008512037068520995,-0.002407787519453669,-0.02714441744014906
-0.00459934832403619,-0.0013026863325513727,-0.014678444404152502
-0.003453695085261166,-0.0009781995610108618,-0.011021939848321116
-0.003236387098342064,-0.0009164517999268873,-0.01032703132776136
-0.003236513122888529,-0.0009164239548433428,-0.010326994301306625
-0.003236513122888529,-0.0009164239548433428,-0.010326994301306625
