dx_t,dy_t,dz_t,dx_t-1,dy_t-1,dz_t-1,x_t,y_t,z_t,x_t-1,y_t-1,z_t-1
-0.04829163292614458,0.13177314301013407,-0.22909019026604538,-0.04829163292614458,0.13177314301013407,-0.22909019026604538,0.34851630066803446,-0.12910072390918834,0.23234298037997353,0.36297827781982456,-0.1360257953343702,0.2613467883905895
-0.060471365764983465,0.10866492567861677,-0.17035113049354778,-0.04829163292614458,0.13177314301013407,-0.22909019026604538,0.36069603350687335,-0.10599250657767104,0.17360392060747593,0.34851630066803446,-0.12910072390918834,0.23234298037997353
-0.048610884791318254,0.08057116027827006,-0.11044576754010227,-0.060471365764983465,0.10866492567861677,-0.17035113049354778,0.34883555253320814,-0.07789874117732433,0.11369855765403042,0.36069603350687335,-0.10599250657767104,0.17360392060747593
-0.036193894094434076,0.0409817355099324,-0.06714115181138536,-0.048610884791318254,0.08057116027827006,-0.11044576754010227,0.33641856183632396,-0.03830931640898666,0.07039394192531351,0.34883555253320814,-0.07789874117732433,0.11369855765403042
-0.01699550524486404,0.019257614265958286,-0.031556908601996336,-0.03201386831623665,0.036248762859356784,-0.05938703326815248,0.32140019876495135,-0.021318167815588165,0.042563817259157366,0.33641856183632396,-0.03830931640898666,0.07039394192531351
-0.008993424690584062,0.010197536968763188,-0.016713185065663216,-0.016997937260732288,0.019257627627438434,-0.031555589909024295,0.3133956861948031,-0.01225807715691292,0.027721412415796287,0.32140019876495135,-0.021318167815588165,0.042563817259157366
-0.005675316465381108,0.006436654916314277,-0.010549800207691917,-0.008995753423844843,0.010197469794116499,-0.0167119720950743,0.3100752492363394,-0.008497262279110698,0.021559240528413903,0.3133956861948031,-0.01225807715691292,0.027721412415796287
-0.0047052255548780675,0.005336273278145016,-0.008746183925163797,-0.005676463380582919,0.006436603500249694,-0.01054921432453887,0.30910401141063454,-0.00739693205700602,0.01975621012903883,0.3100752492363394,-0.008497262279110698,0.021559240528413903
-0.004553871480586835,0.005164354773597587,-0.00846431290916344,-0.004705609213988438,0.0053362538218369475,-0.008745989363919349,0.30895227367723294,-0.00722503300876666,0.019474533674282923,0.30910401141063454,-0.00739693205700602,0.01975621012903883
-0.004553941842588838,0.005164351098267845,-0.008464277295116063,-0.004553941842588838,0.005164351098267845,-0.008464277295116063,0.30895227367723294,-0.00722503300876666,0.019474533674282923,0.30895227367723294,-0.00722503300876666,0.019474533674282923
