dx_t,dy_t,dz_t
-0.16668924190842133,0.035631149904122875,-0.23409854105613315
-0.10625948980703015,0.032196959690426165,-0.22389843719006142
-0.09431115720404348,0.03581864153682503,-0.1683545913896699
-0.07430542050994782,0.023606806009371904,-0.11035955806941966
-0.05306808661698115,0.013213196297347768,-0.059424271951371344
-0.02746596942123991,0.0070266484262803755,-0.031759684392716925
-0.014353269544020164,0.0036736650541080926,-0.01660724298574484
-0.008912561594401569,0.00228150145626807,-0.010314275742420997
-0.00732113216937047,0.0018740861432433795,-0.00847235977481825
-0.0070857499221052,0.0018137662870978954,-0.008199571430158203
-0.007085801771303579,0.0018137620275702898,-0.008199527565446063
-0.007085801771303579,0.0018137620275702898,-0.008199527565446063
