dx_t,dy_t,dz_t
-0.08531463025256103,-0.049888945708649476,-0.23108650128194919
-0.04409268678969902,-0.06492856997720942,-0.20628524349442334
-0.04612894903618803,-0.05375108526564497,-0.15931593501461744
-0.04484169248055114,-0.031042590156353925,-0.10726983710137533
-0.026480176952832224,-0.019057838187562362,-0.06502155807642929
-0.01425842047180148,-0.010276077330035022,-0.03504966228791534
-0.007627588268299346,-0.005502308940278061,-0.018763236971263808
-0.004982802863224278,-0.0035964640569259854,-0.012262515155702591
-0.004111057836384768,-0.0029669521383778596,-0.010116366675273047
-0.003982236643165549,-0.0028737201113588073,-0.009798687247111915
-0.003982301427505108,-0.002873697784129256,-0.009798667465662492
-0.003982301427505108,-0.002873697784129256,-0.009798667465662492
