dx_t,dy_t,dz_t
0.22439486557718796,0.19022635410371302,-0.4786769512696733
0.1738722240587453,0.13687236350623913,-0.4420855169702791
0.1285904910317363,0.06786886504902317,-0.3521217621380066
0.06903382106448536,0.015151868847253211,-0.24374002173921916
0.031248315775745716,-0.005137428263123842,-0.14288444146469387
0.015718083025814344,-0.0020640347376437024,-0.07040012151362562
0.007109305199819227,-0.0009264544867204072,-0.03177741533313616
0.0036321169958706268,-0.0004707456744838523,-0.016208271434504207
0.002609290222525207,-0.0003381673428503318,-0.01164336158119883
0.0024143838608052803,-0.0003131494715345462,-0.01077613863678717
0.0024142089186154347,-0.00031320444619648,-0.010776176229837064
0.0023456237544903225,-0.00030425712285377104,-0.01046951315054151
