dx_t,dy_t,dz_t
-0.13749248223783095,-0.06907067958345565,-0.18508331798891686
-0.09862677219227634,-0.038377825918709405,-0.17703422140449576
-0.0727822911678544,0.01866488679495859,-0.13544677017791285
-0.07315305579101739,0.006120983595590233,-0.06662870524392589
-0.04724751166257202,0.001621324872137092,-0.03715894081385235
-0.02586312169493321,0.0010841297111362502,-0.020973003539929702
-0.015420707167737802,-0.00074113084119104,-0.011110348471853548
-0.010427683172600455,-0.00018687803197260655,-0.00783135553552261
-0.009069496740958471,-0.0001625459072676222,-0.006811159932224253
-0.008779614418451764,-0.00015736072939689927,-0.006593219097376257
-0.008779659198396295,-0.0001573654461561741,-0.006593159353942335
-0.008779659198396295,-0.0001573654461561741,-0.006593159353942335
