dx_t,dy_t,dz_t
-0.0290219901353862,0.13393783262685,-0.4652295407818775
-0.007396559288145865,0.10308737771270797,-0.4107199139797503
-0.004567468840814937,0.04566773583292546,-0.3262741972352669
-0.02779036828735504,0.03436733004781438,-0.21792236357705708
-0.02844518327090184,0.020687074590967795,-0.12385558688654819
-0.023880910527066757,0.005839540558034373,-0.059450339968411925
-0.01049115249125765,0.0030094004788899925,-0.0279037576937472
-0.005547312745874389,0.001593068890686826,-0.014764805357955268
-0.0040989775700709385,0.0011771168217794697,-0.01090985807507916
-0.003824103413020752,0.0010979670080270981,-0.01017704084775134
-0.003824231300107339,0.0010979364691196397,-0.010176996084979018
-0.003824231300107339,0.0010979364691196397,-0.010176996084979018
