dx_t,dy_t,dz_t
0.04829992326908772,-0.199864781169248,-0.49894642833578734
0.04544599603663879,-0.14960943316303812,-0.44568782736395784
-0.009283508177353461,-0.09622085009551683,-0.3486609254975394
-0.034477737111081264,-0.04831346384075538,-0.23415729464061796
-0.04060397716651254,-0.020878853152566608,-0.13097831906976715
-0.01935304134844884,-0.010576773831730099,-0.06492434569502525
-0.008807975666269452,-0.004824574581909803,-0.02959970550623675
-0.004568299736922077,-0.0025063961619650674,-0.015372356386105568
-0.0033278999207770887,-0.0018258580405920224,-0.011198561114088845
-0.003092736048852296,-0.0016964359021543404,-0.010405248263995803
-0.003092910920137415,-0.0016964043748280422,-0.01040520142234963
-0.003092910920137415,-0.0016964043748280422,-0.01040520142234963
