dx_t,dy_t,dz_t
-0.02259708720977427,-0.08867353888805513,-0.05988446490391963
0.014605162273723993,-0.07375040963625525,-0.04941242579707006
0.01079889995865857,-0.06279575815339915,-0.034472429066767396
0.007712218822258254,-0.045376837021794514,-0.025549019334000778
0.005079712355949395,-0.029854661778508818,-0.016808574512175267
0.003210689177045367,-0.018847538190260416,-0.01061077860481735
0.002213204013142178,-0.012980835864122381,-0.0073075985994727755
0.0017896659516463131,-0.010494934272205395,-0.005908092720866287
0.0016508989042851585,-0.009681841908785974,-0.005450384221327875
0.0016019212820652662,-0.009394977072768984,-0.0052889053398979535
0.0016018629837077913,-0.009394979995258831,-0.005288917805076621
0.0016018629837077913,-0.009394979995258831,-0.005288917805076621
