dx_t,dy_t,dz_t
0.1501302654839632,0.11254398406516132,-0.4771200454118806
0.1398597090544213,0.0590286204777941,-0.4261338521361012
0.10434071315595456,0.019018910237898437,-0.33582084059016876
0.05413881319735658,-0.008899184641789223,-0.23050203214677634
0.027420594699549605,-0.01952314966626706,-0.1330038613353426
0.013804038703765897,-0.00919258207830917,-0.06614564682491969
0.006308521527971678,-0.004189191182754293,-0.030173998224033105
0.0032872287413958645,-0.0021781497770351627,-0.015699826328472666
0.0023986012685848213,-0.0015893189273892827,-0.011455494776928588
0.0022292822413878532,-0.001477589636937171,-0.010649092905620938
0.0022291351348575628,-0.001477640089121754,-0.010649116696944017
0.0022291351348575628,-0.001477640089121754,-0.010649116696944017
